,media_type,connection_type,id,name,original_price,current_price,url,source,vendor_sku,manufacturer,gb_per_eur,discount,size_tb,eur_per_tb
2648,ssd,sata,proshop:2485061,Transcend JetDrive 725,284.89,284.89,https://proshop.fi/SSD/Transcend-JetDrive-725/2485061,proshop,,Transcend,1.685,0.0,0.47,606.149
2646,ssd,sata,proshop:2469492,Transcend JetDrive 720 - 480GB,284.89,284.89,https://proshop.fi/SSD/Transcend-JetDrive-720-480GB/2469492,proshop,,Transcend,1.685,0.0,0.47,606.149
2642,ssd,sata,proshop:2485049,Transcend JetDrive 500,284.89,284.89,https://proshop.fi/SSD/Transcend-JetDrive-500/2485049,proshop,,Transcend,1.685,0.0,0.47,606.149
745,hdd,sas,proshop:2772659,"Fujitsu - kiintolevy- 10 TB- SAS 12 Gb/s Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - cache",6085.52,6085.52,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-10-TB-SAS-12-Gbs-Kovalevy-10-TB-35-7200-rpm-SAS3-cache/2772659,proshop,,Fujitsu,1.683,0.0,10.0,608.552
517,ssd,m2,jimms:173566,"Transcend 480GB JetDrive 520, SSD-päivityssarja Macille, sis. SSD",286.0,286.0,https://www.jimms.fi/fi/Product/Show/173566/ts480gjdm520/transcend-480gb-jetdrive-520-ssd-paivityssarja-macille-sis-ssd,jimms,TS480GJDM520,Transcend,1.678,0.0,0.47,608.511
2191,ssd,m2,proshop:2581206,Intel SSD Pro 6000p - 512 Gt,306.49,306.49,https://proshop.fi/SSD/Intel-SSD-Pro-6000p-512-Gt/2581206,proshop,,Intel,1.671,0.0,0.5,612.98
2423,ssd,unknown,proshop:2973912,SanDisk G-Technology G-DRIVE PRO SSD -levy.,612.89,612.89,https://proshop.fi/SSD/SanDisk-G-Technology-G-DRIVE-PRO-SSD-levy/2973912,proshop,,Sandisk,1.671,0.0,1.0,612.89
2168,ssd,sata,proshop:2629462,Intel Solid-State Drive DC S4600 Sarja - solid state drive - 960 GB - SATA 6Gb/s,575.42,575.42,https://proshop.fi/SSD/Intel-Solid-State-Drive-DC-S4600-Sarja-solid-state-drive-960-GB-SATA-6Gbs/2629462,proshop,,Intel,1.668,0.0,0.94,612.149
562,ssd,m2,jimms:155326,"Intel 240GB SSD D3-S4510 Series, M.2 2280, SATA III, 3D TLC, 555/275 MB/s",144.0,144.0,https://www.jimms.fi/fi/Product/Show/155326/ssdsckkb240g801/intel-240gb-ssd-d3-s4510-series-m-2-2280-sata-iii-3d-tlc-555-275-mb-s,jimms,SSDSCKKB240G801,Intel,1.667,0.0,0.23,626.087
1549,hdd,sas,proshop:2592697,"Seagate Yrityksen suorituskyky 15K ST300MP0006 Kovalevy - 300 GB - 2.5"" - 15000 rpm - SAS3 - 256 MB cache",180.09,180.09,https://proshop.fi/Kovalevy/Seagate-Yrityksen-suorituskyky-15K-ST300MP0006-Kovalevy-300-GB-25-15000-rpm-SAS3-256-MB-cache/2592697,proshop,ST300MP0006,Seagate,1.666,0.0,0.29,621.0
2848,ssd,pcie,proshop:2633521,"WD Ultrastar SN200 2,5"" - 1,92 TB",1180.49,1180.49,https://proshop.fi/SSD/WD-Ultrastar-SN200-25-192-TB/2633521,proshop,,Western Digital,1.665,0.0,1.92,614.839
984,hdd,sas,proshop:2435325,"Fujitsu yritys Kovalevy - 900 GB - 2.5"" - 10000 rpm - SAS2 - cache",541.6,541.6,https://proshop.fi/Kovalevy/Fujitsu-yritys-Kovalevy-900-GB-25-10000-rpm-SAS2-cache/2435325,proshop,,Fujitsu,1.662,0.0,0.88,615.455
2422,ssd,unknown,proshop:2973913,SanDisk G-Technology G-DRIVE PRO SSD -levy.,1232.04,1232.04,https://proshop.fi/SSD/SanDisk-G-Technology-G-DRIVE-PRO-SSD-levy/2973913,proshop,,Sandisk,1.662,0.0,2.0,616.02
2647,ssd,sata,proshop:2485062,Transcend JetDrive 725,577.49,577.49,https://proshop.fi/SSD/Transcend-JetDrive-725/2485062,proshop,,Transcend,1.662,0.0,0.94,614.351
899,hdd,sata,proshop:2305783,"Fujitsu Liiketoiminnan kriittinen Kovalevy - 1 TB - 2.5"" - 7200 rpm - SATA-300 - cache",618.5,618.5,https://proshop.fi/Kovalevy/Fujitsu-Liiketoiminnan-kriittinen-Kovalevy-1-TB-25-7200-rpm-SATA-300-cache/2305783,proshop,,Fujitsu,1.656,0.0,1.0,618.5
1283,hdd,sas,proshop:2640319,"Lenovo ThinkSystem Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - cache",2494.56,2494.56,https://proshop.fi/Kovalevy/Lenovo-ThinkSystem-Kovalevy-4-TB-35-7200-rpm-SAS3-cache/2640319,proshop,,Lenovo,1.642,0.0,4.0,623.64
3105,ssd,pcie,dustinhome:5011043555,Transcend JetDrive 820,293.26,293.26,https://www.dustinhome.fi/product/5011043555,dustinhome,TS480GJDM820,Transcend,1.637,0.0,0.47,623.957
863,hdd,sas,proshop:2566934,"Fujitsu Korkean tiheyden aseman kotelo Kovalevy - 8 TB - 3.5"" - 7200 rpm - SAS3 - cache",5017.73,5017.73,https://proshop.fi/Kovalevy/Fujitsu-Korkean-tiheyden-aseman-kotelo-Kovalevy-8-TB-35-7200-rpm-SAS3-cache/2566934,proshop,,Fujitsu,1.633,0.0,8.0,627.216
1162,hdd,sas,proshop:2984576,"Lenovo - kiintolevy- 2 TB- SAS Kovalevy - 2 TB - 3.5"" - 7200 rpm - Serial Attached SCSI - cache",1261.33,1261.33,https://proshop.fi/Kovalevy/Lenovo-kiintolevy-2-TB-SAS-Kovalevy-2-TB-35-7200-rpm-Serial-Attached-SCSI-cache/2984576,proshop,,Lenovo,1.624,0.0,2.0,630.665
692,hdd,unknown,proshop:2304407,Dell - Kovalevy - 320 GB - 7200 rpm - ATA-100 - cache,282.0,197.31,https://proshop.fi/Kovalevy/Dell-Kovalevy-320-GB-7200-rpm-ATA-100-cache/2304407,proshop,,Dell,1.622,84.69,0.31,636.484
700,hdd,sas,proshop:3161709,"Fujitsu - hard drive - 14 TB - SAS 12Gb/s Kovalevy - 14 TB - 3.5"" - 7200 rpm - SAS3 - cache",8844.83,8844.83,https://proshop.fi/Kovalevy/Fujitsu-hard-drive-14-TB-SAS-12Gbs-Kovalevy-14-TB-35-7200-rpm-SAS3-cache/3161709,proshop,,Fujitsu,1.621,0.0,14.0,631.774
3078,ssd,thunderbolt,dustinhome:5011067875,Transcend JetDrive 825,594.58,594.58,https://www.dustinhome.fi/product/5011067875,dustinhome,TS960GJDM825,Transcend,1.615,0.0,0.94,632.532
1550,hdd,sas,proshop:2574776,"Seagate Yrityksen suorituskyky 15K ST300MP0106 Kovalevy - 300 GB - 2.5"" - 15000 rpm - SAS3 - 256 MB cache",185.9,185.9,https://proshop.fi/Kovalevy/Seagate-Yrityksen-suorituskyky-15K-ST300MP0106-Kovalevy-300-GB-25-15000-rpm-SAS3-256-MB-cache/2574776,proshop,ST300MP0106,Seagate,1.614,0.0,0.29,641.034
1254,hdd,sas,proshop:2520172,"Lenovo Kolmannen sukupolven Kovalevy - 600 GB - 2.5"" - 15000 rpm - SAS3 - cache",371.8,371.8,https://proshop.fi/Kovalevy/Lenovo-Kolmannen-sukupolven-Kovalevy-600-GB-25-15000-rpm-SAS3-cache/2520172,proshop,,Lenovo,1.614,0.0,0.59,630.169
697,hdd,sas,proshop:3161714,"Fujitsu - hard drive - 10 TB - SAS 12Gb/s Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - cache",6373.0,6373.0,https://proshop.fi/Kovalevy/Fujitsu-hard-drive-10-TB-SAS-12Gbs-Kovalevy-10-TB-35-7200-rpm-SAS3-cache/3161714,proshop,,Fujitsu,1.607,0.0,10.0,637.3
2135,ssd,m2,proshop:2581589,Intel Solid-State Drive DC P3100 Sarja,159.49,159.49,https://proshop.fi/SSD/Intel-Solid-State-Drive-DC-P3100-Sarja/2581589,proshop,,Intel,1.605,0.0,0.25,637.96
2170,ssd,m2,proshop:2667768,Intel Solid-State Drive Pro 7600p Sarja - solid state drive - 256 GB - PCI Express 3.0 x4 (NVMe),159.49,159.49,https://proshop.fi/SSD/Intel-Solid-State-Drive-Pro-7600p-Sarja-solid-state-drive-256-GB-PCI-Express-30-x4-NVMe/2667768,proshop,,Intel,1.605,0.0,0.25,637.96
774,hdd,sas,proshop:3150546,"Fujitsu - kiintolevy- 4 teratavua- SAS 6 Gb/s Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS2 - cache",2557.46,2557.46,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-4-teratavua-SAS-6-Gbs-Kovalevy-4-TB-35-7200-rpm-SAS2-cache/3150546,proshop,,Fujitsu,1.602,0.0,4.0,639.365
933,hdd,sata,proshop:2430046,"Fujitsu SSHD - 1 teratavu Kovalevy - 1 TB - 3.5"" - 7200 rpm - SATA-600 - cache",645.19,645.19,https://proshop.fi/Kovalevy/Fujitsu-SSHD-1-teratavu-Kovalevy-1-TB-35-7200-rpm-SATA-600-cache/2430046,proshop,,Fujitsu,1.587,0.0,1.0,645.19
1223,hdd,sas,proshop:2715709,"Lenovo Gen5 Enterprise - kiintolevy - 2 TB - SAS 12 Gb/s Kovalevy - 2 TB - 3.5"" - 7200 rpm - SAS3 - cache",1294.19,1294.19,https://proshop.fi/Kovalevy/Lenovo-Gen5-Enterprise-kiintolevy-2-TB-SAS-12-Gbs-Kovalevy-2-TB-35-7200-rpm-SAS3-cache/2715709,proshop,,Lenovo,1.582,0.0,2.0,647.095
1950,ssd,sata,proshop:2680229,"Crucial BX500 2.5"" SSD - 120GB",75.92,75.92,https://proshop.fi/SSD/Crucial-BX500-25-SSD-120GB/2680229,proshop,,Crucial,1.581,0.0,0.12,632.667
812,hdd,sata,proshop:2033932,"Fujitsu -Siemens HDD 500GB SATA 300 7.2KSiemensin kiintolevy, jossa on 500 gigatavua tallennustilaa, SATA-liitäntä ja pyörimisnopeus 7,2 tuhatta kierrosta minuutissa. Kovalevy - 500 GB - 3.5"" - 7200 rpm - SATA-300 - 8 MB cache",317.05,317.05,https://proshop.fi/Kovalevy/Fujitsu-Siemens-HDD-500GB-SATA-300-72KSiemensin-kiintolevy-jossa-on-500-gigatavua-tallennustilaa-SATA-liitaentae-ja-pyoerimisnopeus-72-tuhatta-kierros/2033932,proshop,,Fujitsu,1.577,0.0,0.49,647.041
944,hdd,sas,proshop:2697531,"Fujitsu yritys - kiintolevy - 2,4 TB - SAS 12 Gb/s Kovalevy - 2.4 TB - 2.5"" - 10000 rpm - SAS3 - cache",1578.58,1578.58,https://proshop.fi/Kovalevy/Fujitsu-yritys-kiintolevy-24-TB-SAS-12-Gbs-Kovalevy-24-TB-25-10000-rpm-SAS3-cache/2697531,proshop,,Fujitsu,1.557,0.0,2.4,657.742
791,hdd,sas,proshop:2803060,"Fujitsu - kiintolevy- 600 Gt- SAS 12 Gb/s Kovalevy - 600 GB - 2.5"" - 15000 rpm - SAS3 - cache",387.99,387.99,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-600-Gt-SAS-12-Gbs-Kovalevy-600-GB-25-15000-rpm-SAS3-cache/2803060,proshop,,Fujitsu,1.546,0.0,0.59,657.61
2696,ssd,m2,proshop:2452841,Transcend MTS800 M.2 2280 SSD - 128GB,82.8,82.8,https://proshop.fi/SSD/Transcend-MTS800-M2-2280-SSD-128GB/2452841,proshop,,Transcend,1.546,0.0,0.12,690.0
982,hdd,sas,proshop:2481727,"Fujitsu yritys Kovalevy - 600 GB - 2.5"" - 15000 rpm - SAS3 - cache",387.99,387.99,https://proshop.fi/Kovalevy/Fujitsu-yritys-Kovalevy-600-GB-25-15000-rpm-SAS3-cache/2481727,proshop,,Fujitsu,1.546,0.0,0.59,657.61
818,hdd,sas,proshop:2843555,"Fujitsu DX1/200S5 HD SAS 1,8 TB 10k 2,5 tuumaa Kovalevy - 1.8 TB - 2.5"" - 10000 rpm - SAS3 - cache",1195.8,1195.8,https://proshop.fi/Kovalevy/Fujitsu-DX1200S5-HD-SAS-18-TB-10k-25-tuumaa-Kovalevy-18-TB-25-10000-rpm-SAS3-cache/2843555,proshop,,Fujitsu,1.541,0.0,1.8,664.333
943,hdd,sas,proshop:2832516,"Fujitsu yritys - kiintolevy - 2,4 TB - SAS 12 Gb/s Kovalevy - 2.4 TB - 3.5"" - 10000 rpm - SAS3 - cache",1595.31,1595.31,https://proshop.fi/Kovalevy/Fujitsu-yritys-kiintolevy-24-TB-SAS-12-Gbs-Kovalevy-24-TB-35-10000-rpm-SAS3-cache/2832516,proshop,,Fujitsu,1.541,0.0,2.4,664.712
2185,ssd,sata,proshop:2697580,Intel SSD D3-S4610 - 240GB,156.39,156.39,https://proshop.fi/SSD/Intel-SSD-D3-S4610-240GB/2697580,proshop,,Intel,1.535,0.0,0.23,679.957
1138,hdd,sas,proshop:2858253,"Lenovo - kiintolevy - 600 Gt - SAS Kovalevy - 600 GB - 2.5"" - 10000 rpm - Serial Attached SCSI - cache",391.9,391.9,https://proshop.fi/Kovalevy/Lenovo-kiintolevy-600-Gt-SAS-Kovalevy-600-GB-25-10000-rpm-Serial-Attached-SCSI-cache/2858253,proshop,,Lenovo,1.531,0.0,0.59,664.237
1305,hdd,sata,proshop:2464388,"Lenovo Yritys Kovalevy - 2 TB - 3.5"" - 7200 rpm - SATA-600 - cache",1338.23,1338.23,https://proshop.fi/Kovalevy/Lenovo-Yritys-Kovalevy-2-TB-35-7200-rpm-SATA-600-cache/2464388,proshop,,Lenovo,1.53,0.0,2.0,669.115
1304,hdd,sata,proshop:2586532,"Lenovo Yritys Kovalevy - 2 TB - 3.5"" - 7200 rpm - SATA-600 - cache",1340.15,1340.15,https://proshop.fi/Kovalevy/Lenovo-Yritys-Kovalevy-2-TB-35-7200-rpm-SATA-600-cache/2586532,proshop,,Lenovo,1.528,0.0,2.0,670.075
2136,ssd,pcie,proshop:2570296,Intel Solid-State Drive DC P3520 Sarja,805.49,805.49,https://proshop.fi/SSD/Intel-Solid-State-Drive-DC-P3520-Sarja/2570296,proshop,,Intel,1.526,0.0,1.2,671.242
2138,ssd,pcie,proshop:2570292,Intel Solid-State Drive DC P3520 Sarja,805.49,805.49,https://proshop.fi/SSD/Intel-Solid-State-Drive-DC-P3520-Sarja/2570292,proshop,,Intel,1.526,0.0,1.2,671.242
621,ssd,m2,jimms:171829,"Transcend 480GB JetDrive 855, SSD-päivityssarja Macille, sis. SSD + kotelo",315.0,315.0,https://www.jimms.fi/fi/Product/Show/171829/ts480gjdm855/transcend-480gb-jetdrive-855-ssd-paivityssarja-macille-sis-ssd-kotelo,jimms,TS480GJDM855,Transcend,1.524,0.0,0.47,670.213
2691,ssd,m2,proshop:2870109,Transcend MTS600S,168.3,168.3,https://proshop.fi/SSD/Transcend-MTS600S/2870109,proshop,,Transcend,1.521,0.0,0.25,673.2
788,hdd,sas,proshop:2803070,"Fujitsu - kiintolevy- 600 Gt- SAS 12 Gb/s Kovalevy - 600 GB - 2.5"" - 15000 rpm - SAS3 - cache",395.23,395.23,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-600-Gt-SAS-12-Gbs-Kovalevy-600-GB-25-15000-rpm-SAS3-cache/2803070,proshop,,Fujitsu,1.518,0.0,0.59,669.881
828,hdd,sas,proshop:2497786,"Fujitsu enterprise Kovalevy - 600 GB - 3.5"" - 15000 rpm - SAS3 - cache",395.23,395.23,https://proshop.fi/Kovalevy/Fujitsu-enterprise-Kovalevy-600-GB-35-15000-rpm-SAS3-cache/2497786,proshop,,Fujitsu,1.518,0.0,0.59,669.881
391,ssd,sata,jimms:158483,"Dell 960GB SATA 5000, 2.5"" SSD-levy, SATA III",634.0,634.0,https://www.jimms.fi/fi/Product/Show/158483/400-bdqu/dell-960gb-sata-5000-2-5-ssd-levy-sata-iii,jimms,400-BDQU,Dell,1.514,0.0,0.94,674.468
744,hdd,sas,proshop:2639919,"Fujitsu - kiintolevy- 10 TB- SAS 12 Gb/s Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - cache",6794.62,6794.62,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-10-TB-SAS-12-Gbs-Kovalevy-10-TB-35-7200-rpm-SAS3-cache/2639919,proshop,,Fujitsu,1.507,0.0,10.0,679.462
1303,hdd,sas,proshop:2464392,"Lenovo Yritys Kovalevy - 2 TB - 3.5"" - 7200 rpm - SAS2 - cache",1361.33,1361.33,https://proshop.fi/Kovalevy/Lenovo-Yritys-Kovalevy-2-TB-35-7200-rpm-SAS2-cache/2464392,proshop,,Lenovo,1.504,0.0,2.0,680.665
739,hdd,sas,proshop:3055373,"Fujitsu - kiintolevy- 1,8 teratavua- SAS 12 Gb/s Kovalevy - 1.8 TB - 2.5"" - 10000 rpm - SAS3 - cache",1226.56,1226.56,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-18-teratavua-SAS-12-Gbs-Kovalevy-18-TB-25-10000-rpm-SAS3-cache/3055373,proshop,,Fujitsu,1.503,0.0,1.8,681.422
1250,hdd,sata,proshop:2544139,"Lenovo Kolmannen sukupolven Kovalevy - 500 GB - 2.5"" - 7200 rpm - SATA-600 - cache",333.14,333.14,https://proshop.fi/Kovalevy/Lenovo-Kolmannen-sukupolven-Kovalevy-500-GB-25-7200-rpm-SATA-600-cache/2544139,proshop,,Lenovo,1.501,0.0,0.49,679.878
2850,ssd,pcie,proshop:2633523,"WD Ultrastar SN200 2,5"" - 3,84 TB",2623.59,2623.59,https://proshop.fi/SSD/WD-Ultrastar-SN200-25-384-TB/2633523,proshop,,Western Digital,1.499,0.0,3.84,683.227
876,hdd,sata,proshop:2803072,"Fujitsu Liiketoiminnan kannalta kriittinen - kiintolevy - 1 TB - SATA 6 Gb/s Kovalevy - 1 TB - 2.5"" - 7200 rpm - SATA-600 - cache",683.09,683.09,https://proshop.fi/Kovalevy/Fujitsu-Liiketoiminnan-kannalta-kriittinen-kiintolevy-1-TB-SATA-6-Gbs-Kovalevy-1-TB-25-7200-rpm-SATA-600-cache/2803072,proshop,,Fujitsu,1.499,0.0,1.0,683.09
1372,hdd,sas,proshop:2570163,"Seagate Enterprise Performance 10K.8 512N SED ST300MM0048 Kovalevy - 300 GB - 2.5"" - 10000 rpm - SAS3 - 128 MB cache",200.65,200.65,https://proshop.fi/Kovalevy/Seagate-Enterprise-Performance-10K8-512N-SED-ST300MM0048-Kovalevy-300-GB-25-10000-rpm-SAS3-128-MB-cache/2570163,proshop,ST300MM0048,Seagate,1.495,0.0,0.29,691.897
513,ssd,m2,jimms:171835,"Transcend 480GB JetDrive 825, SSD-päivityssarja Macille, sis. SSD + kotelo",321.0,321.0,https://www.jimms.fi/fi/Product/Show/171835/ts480gjdm825/transcend-480gb-jetdrive-825-ssd-paivityssarja-macille-sis-ssd-kotelo,jimms,TS480GJDM825,Transcend,1.495,0.0,0.47,682.979
2640,ssd,sata,proshop:2485057,Transcend JetDrive 420,160.99,160.99,https://proshop.fi/SSD/Transcend-JetDrive-420/2485057,proshop,,Transcend,1.491,0.0,0.23,699.957
796,hdd,sas,proshop:2639950,"Fujitsu - kiintolevy- 8 TB- SAS 12 Gb/s Kovalevy - 8 TB - 3.5"" - 7200 rpm - SAS3 - cache",5515.69,5515.69,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-8-TB-SAS-12-Gbs-Kovalevy-8-TB-35-7200-rpm-SAS3-cache/2639950,proshop,,Fujitsu,1.485,0.0,8.0,689.461
797,hdd,sas,proshop:2639943,"Fujitsu - kiintolevy- 8 TB- SAS 12 Gb/s Kovalevy - 8 TB - 3.5"" - 7200 rpm - SAS3 - cache",5515.69,5515.69,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-8-TB-SAS-12-Gbs-Kovalevy-8-TB-35-7200-rpm-SAS3-cache/2639943,proshop,,Fujitsu,1.485,0.0,8.0,689.461
825,hdd,sas,proshop:2538166,"Fujitsu enterprise Kovalevy - 1.2 TB - 2.5"" - 10000 rpm - SAS3 - cache",829.28,829.28,https://proshop.fi/Kovalevy/Fujitsu-enterprise-Kovalevy-12-TB-25-10000-rpm-SAS3-cache/2538166,proshop,,Fujitsu,1.482,0.0,1.2,691.067
905,hdd,sata,proshop:2542789,"Fujitsu Liiketoiminnan kriittinen Kovalevy - 1 TB - 2.5"" - 7200 rpm - SATA-600 - 128 MB cache",691.51,691.51,https://proshop.fi/Kovalevy/Fujitsu-Liiketoiminnan-kriittinen-Kovalevy-1-TB-25-7200-rpm-SATA-600-128-MB-cache/2542789,proshop,,Fujitsu,1.481,0.0,1.0,691.51
778,hdd,sata,proshop:3150541,"Fujitsu - kiintolevy- 500 Gt- SATA 6 Gb/s Kovalevy - 500 GB - 3.5"" LFF - 7200 rpm - SATA-600 - cache",338.45,338.45,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-500-Gt-SATA-6-Gbs-Kovalevy-500-GB-35-LFF-7200-rpm-SATA-600-cache/3150541,proshop,,Fujitsu,1.477,0.0,0.49,690.714
819,hdd,sas,proshop:2843554,"Fujitsu DX1/200S5 HD SAS 1.2TB 10k 2.5in Kovalevy - 1.2 TB - 2.5"" - 10000 rpm - SAS3 - cache",832.8,832.8,https://proshop.fi/Kovalevy/Fujitsu-DX1200S5-HD-SAS-12TB-10k-25in-Kovalevy-12-TB-25-10000-rpm-SAS3-cache/2843554,proshop,,Fujitsu,1.476,0.0,1.2,694.0
762,hdd,sas,proshop:2792555,"Fujitsu - kiintolevy- 2,4 teratavua- SAS 12 Gb/s Kovalevy - 2.4 TB - 2.5"" - 10000 rpm - SAS3 - cache",1669.87,1669.87,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-24-teratavua-SAS-12-Gbs-Kovalevy-24-TB-25-10000-rpm-SAS3-cache/2792555,proshop,,Fujitsu,1.472,0.0,2.4,695.779
713,hdd,sas,proshop:3150505,"Fujitsu - kiintolevy - 4 TB - SAS Kovalevy - 4 TB - 3.5"" - 7200 rpm - Serial Attached SCSI - cache",2792.31,2792.31,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-4-TB-SAS-Kovalevy-4-TB-35-7200-rpm-Serial-Attached-SCSI-cache/3150505,proshop,,Fujitsu,1.467,0.0,4.0,698.078
2654,ssd,thunderbolt,proshop:2648890,Transcend JetDrive 825,327.69,327.69,https://proshop.fi/SSD/Transcend-JetDrive-825/2648890,proshop,,Transcend,1.465,0.0,0.47,697.213
2552,ssd,sas,proshop:2961579,Seagate Nytro 3532,546.86,546.86,https://proshop.fi/SSD/Seagate-Nytro-3532/2961579,proshop,,Seagate,1.463,0.0,0.78,701.103
705,hdd,sata,proshop:3161738,"Fujitsu - hard drive - Business Critical - 1 TB - Enterprise - SATA 6Gb/s Kovalevy - 1 TB - 3.5"" LFF - 7200 rpm - SATA-600 - cache",700.37,700.37,https://proshop.fi/Kovalevy/Fujitsu-hard-drive-Business-Critical-1-TB-Enterprise-SATA-6Gbs-Kovalevy-1-TB-35-LFF-7200-rpm-SATA-600-cache/3161738,proshop,,Fujitsu,1.462,0.0,1.0,700.37
1190,hdd,sata,proshop:2236517,"Lenovo - Kovalevy - 500 GB - 2.5"" - 5400 rpm - SATA-150 - 8 MB cache",342.31,342.31,https://proshop.fi/Kovalevy/Lenovo-Kovalevy-500-GB-25-5400-rpm-SATA-150-8-MB-cache/2236517,proshop,,Lenovo,1.461,0.0,0.49,698.592
1278,hdd,sas,proshop:2743518,"Lenovo ThinkSystem Kovalevy - 2 TB - 2.5"" - 7200 rpm - SAS3 - cache",1407.8,1407.8,https://proshop.fi/Kovalevy/Lenovo-ThinkSystem-Kovalevy-2-TB-25-7200-rpm-SAS3-cache/2743518,proshop,,Lenovo,1.455,0.0,2.0,703.9
772,hdd,sas,proshop:2639921,"Fujitsu - kiintolevy- 4 teratavua- SAS 12 Gb/s Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - cache",2823.11,2823.11,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-4-teratavua-SAS-12-Gbs-Kovalevy-4-TB-35-7200-rpm-SAS3-cache/2639921,proshop,,Fujitsu,1.451,0.0,4.0,705.778
701,hdd,sas,proshop:2863655,"Fujitsu - hard drive - 2 TB - SAS 12Gb/s Kovalevy - 2 TB - 3.5"" - 7200 rpm - SAS3 - cache",1413.94,1413.94,https://proshop.fi/Kovalevy/Fujitsu-hard-drive-2-TB-SAS-12Gbs-Kovalevy-2-TB-35-7200-rpm-SAS3-cache/2863655,proshop,,Fujitsu,1.448,0.0,2.0,706.97
2568,ssd,sas,proshop:3135518,Seagate Nytro 3750 XS800ME70045,553.88,553.88,https://proshop.fi/SSD/Seagate-Nytro-3750-XS800ME70045/3135518,proshop,,Seagate,1.444,0.0,0.78,710.103
862,hdd,sas,proshop:2639916,"Fujitsu korkean tiheyden aseman kotelo - kiintolevy - 6 TB - SAS 12 Gb/s Kovalevy - 6 TB - 3.5"" - 7200 rpm - SAS3 - cache",4273.35,4273.35,https://proshop.fi/Kovalevy/Fujitsu-korkean-tiheyden-aseman-kotelo-kiintolevy-6-TB-SAS-12-Gbs-Kovalevy-6-TB-35-7200-rpm-SAS3-cache/2639916,proshop,,Fujitsu,1.438,0.0,6.0,712.225
1518,hdd,sas,proshop:2253512,"Seagate Savvio 10K.5 SAS ST9300605SS Kovalevy - 300 GB - 2.5"" - 10000 rpm - SAS2 - 64 MB cache",208.8,208.8,https://proshop.fi/Kovalevy/Seagate-Savvio-10K5-SAS-ST9300605SS-Kovalevy-300-GB-25-10000-rpm-SAS2-64-MB-cache/2253512,proshop,ST9300605SS,Seagate,1.437,0.0,0.29,720.0
2645,ssd,sata,proshop:2485054,Transcend JetDrive 720,166.96,166.96,https://proshop.fi/SSD/Transcend-JetDrive-720/2485054,proshop,,Transcend,1.437,0.0,0.23,725.913
2643,ssd,sata,proshop:2485048,Transcend JetDrive 500,166.96,166.96,https://proshop.fi/SSD/Transcend-JetDrive-500/2485048,proshop,,Transcend,1.437,0.0,0.23,725.913
1157,hdd,sas,proshop:2658757,"Lenovo - kiintolevy- 10 TB- SAS 12 Gb/s Kovalevy - 10 TB - 3.5"" LFF - 7200 rpm - SAS3 - cache",7173.84,7173.84,https://proshop.fi/Kovalevy/Lenovo-kiintolevy-10-TB-SAS-12-Gbs-Kovalevy-10-TB-35-LFF-7200-rpm-SAS3-cache/2658757,proshop,,Lenovo,1.427,0.0,10.0,717.384
2699,ssd,m2,proshop:2452814,Transcend MTS800 M.2 2280 SSD - 64GB,44.99,44.99,https://proshop.fi/SSD/Transcend-MTS800-M2-2280-SSD-64GB/2452814,proshop,,Transcend,1.423,0.0,0.06,749.833
1217,hdd,sas,proshop:2780816,"Lenovo Gen3 - kiintolevy - 300 GB - SAS Kovalevy - 300 GB - 2.5"" - 15000 rpm - Serial Attached SCSI - cache",211.48,211.48,https://proshop.fi/Kovalevy/Lenovo-Gen3-kiintolevy-300-GB-SAS-Kovalevy-300-GB-25-15000-rpm-Serial-Attached-SCSI-cache/2780816,proshop,,Lenovo,1.419,0.0,0.29,729.241
2679,ssd,m2,proshop:2632369,Transcend MTS400,45.24,45.24,https://proshop.fi/SSD/Transcend-MTS400/2632369,proshop,,Transcend,1.415,0.0,0.06,754.0
941,hdd,sas,proshop:3055376,"Fujitsu yritys - kiintolevy - 1,8 TB - SAS 12 Gb/s Kovalevy - 1.8 TB - 2.5"" - 10000 rpm - SAS3 - cache",1316.94,1316.94,https://proshop.fi/Kovalevy/Fujitsu-yritys-kiintolevy-18-TB-SAS-12-Gbs-Kovalevy-18-TB-25-10000-rpm-SAS3-cache/3055376,proshop,,Fujitsu,1.4,0.0,1.8,731.633
