,media_type,connection_type,id,name,original_price,current_price,url,source,vendor_sku,manufacturer,gb_per_eur,discount,size_tb,eur_per_tb
1866,ssd,m2,proshop:3076754,A-Data Legenda 710,48.13,48.13,https://proshop.fi/SSD/A-Data-Legenda-710/3076754,proshop,,A-Data,21.276,0.0,1.0,48.13
1596,hdd,sata,proshop:2674392,"Toshiba L200 Kannettava tietokone PC Kovalevy - 1 TB - 2.5"" - 5400 rpm - SATA-600 - 128 MB cache",48.21,48.21,https://proshop.fi/Kovalevy/Toshiba-L200-Kannettava-tietokone-PC-Kovalevy-1-TB-25-5400-rpm-SATA-600-128-MB-cache/2674392,proshop,,Toshiba,21.24,0.0,1.0,48.21
2974,hdd,sata,dustinhome:5010993937,Seagate BarraCuda,243.04,243.04,https://www.dustinhome.fi/product/5010993937,dustinhome,ST5000LM000,Seagate,21.066,0.0,5.0,48.608
1034,hdd,sas,proshop:2471713,"HGST Ultrastar 7K6000 ISE/5e Kovalevy - 6 TB - 3.5"" - 7200 rpm - SAS3 - 128 MB cache",292.45,292.45,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6000-ISE5e-Kovalevy-6-TB-35-7200-rpm-SAS3-128-MB-cache/2471713,proshop,,HGST,21.009,0.0,6.0,48.742
311,hdd,sata,jimms:133465,"Western Digital 1TB WD Purple, sisäinen 3.5"" kiintolevy, SATA III, 5400 rpm, 64MB",48.9,48.9,https://www.jimms.fi/fi/Product/Show/133465/wd10purz/western-digital-1tb-wd-purple-sisainen-3-5-kiintolevy-sata-iii-5400-rpm-64mb,jimms,WD10PURZ,Western Digital,20.941,0.0,1.0,48.9
1277,hdd,sas,proshop:3014941,"Lenovo ThinkSystem Kovalevy - 18 TB - 3.5"" - 7200 rpm - SAS3 - cache",885.31,885.31,https://proshop.fi/Kovalevy/Lenovo-ThinkSystem-Kovalevy-18-TB-35-7200-rpm-SAS3-cache/3014941,proshop,,Lenovo,20.82,0.0,18.0,49.184
1018,hdd,sas,proshop:2668217,"HGST Ultrastar 7K6 HUS726T4TAL4204 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",197.03,197.03,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6-HUS726T4TAL4204-Kovalevy-4-TB-35-7200-rpm-SAS3-256-MB-cache/2668217,proshop,HUS726T4TAL4204,HGST,20.789,0.0,4.0,49.258
3000,hdd,sata,dustinhome:5011001300,Seagate BarraCuda,197.16,197.16,https://www.dustinhome.fi/product/5011001300,dustinhome,ST4000LM024,Seagate,20.775,0.0,4.0,49.29
2253,ssd,m2,proshop:3105325,Kingston NV2 PCI-E 4.0 M.2 NVMe SSD - 1TB,49.38,49.38,https://proshop.fi/SSD/Kingston-NV2-PCI-E-40-M2-NVMe-SSD-1TB/3105325,proshop,,Kingston,20.737,0.0,1.0,49.38
2999,hdd,sas,dustinhome:5011311756,Seagate Exos 7E10 ST4000NM025B,197.78,197.78,https://www.dustinhome.fi/product/5011311756,dustinhome,ST4000NM025B,Seagate,20.71,0.0,4.0,49.445
2998,hdd,sas,dustinhome:5011307470,Seagate Exos 7E10 ST2000NM018B,197.78,197.78,https://www.dustinhome.fi/product/5011307470,dustinhome,ST4000NM001B,Seagate,20.71,0.0,4.0,49.445
2869,hdd,sata,dustinhome:5011299825,Synology HAT5300,892.18,892.18,https://www.dustinhome.fi/product/5011299825,dustinhome,HAT5310-18T,Synology,20.66,0.0,18.0,49.566
1686,hdd,sata,proshop:3039164,"WD _MUSTA_ Kovalevy - 6 TB - 3.5"" - 7200 rpm - SATA-600 - cache",297.43,297.43,https://proshop.fi/Kovalevy/WD-_MUSTA_-Kovalevy-6-TB-35-7200-rpm-SATA-600-cache/3039164,proshop,,Western Digital,20.657,0.0,6.0,49.572
2261,ssd,sata,proshop:2646784,Kingston SSDNow A400 SSD - 960GB,46.68,46.68,https://proshop.fi/SSD/Kingston-SSDNow-A400-SSD-960GB/2646784,proshop,,Kingston,20.566,0.0,0.94,49.66
434,ssd,sata,jimms:182677,"PNY 1TB CS900, 2.5"" SSD-levy, TLC, SATA III, 535/515 MB/s",49.9,49.9,https://www.jimms.fi/fi/Product/Show/182677/ssd7cs900-1tb-rb/pny-1tb-cs900-2-5-ssd-levy-tlc-sata-iii-535-515-mb-s,jimms,SSD7CS900-1TB-RB,PNY,20.521,0.0,1.0,49.9
402,ssd,sata,jimms:190507,"Silicon Power 2TB Ace A55, 2.5"" SSD-levy, SATA III, 500/450 MB/s",99.9,99.9,https://www.jimms.fi/fi/Product/Show/190507/sp002tbss3a55s25/silicon-power-2tb-ace-a55-2-5-ssd-levy-sata-iii-500-450-mb-s,jimms,SP002TBSS3A55S25,Silicon Power,20.501,0.0,2.0,49.95
152,ssd,m2,verk:822073,Kingston NV2 NVMe 1 Tt M.2 PCIe SSD-levy,49.99,49.99,https://verk.com/822073,verkkokauppa,SNV2S/1000G,Kingston,20.484,0.0,1.0,49.99
2951,hdd,sata,dustinhome:5011294669,WD _BLACK WD6004FZWX,300.08,300.08,https://www.dustinhome.fi/product/5011294669,dustinhome,WD6004FZWX,Western Digital,20.475,0.0,6.0,50.013
2294,ssd,sata,proshop:2918124,Patriot Räjähdysmäinen eliitti,46.89,46.89,https://proshop.fi/SSD/Patriot-Raejaehdysmaeinen-eliitti/2918124,proshop,,Patriot,20.473,0.0,0.94,49.883
1535,hdd,sata,proshop:2562536,"Seagate skyhawk surveillance 24x7 hdd st1000vx005 1 tb Kovalevy - 1 TB - 3.5"" - 5900 rpm - SATA-600 - 64 MB cache",50.16,50.16,https://proshop.fi/Kovalevy/Seagate-skyhawk-surveillance-24x7-hdd-st1000vx005-1-tb-Kovalevy-1-TB-35-5900-rpm-SATA-600-64-MB-cache/2562536,proshop,,Seagate,20.415,0.0,1.0,50.16
1749,hdd,sata,proshop:2595847,"WD Purple 10PURZ Kovalevy - 1 TB - 3.5"" - 5400 rpm - SATA-600 - 64 MB cache",50.18,50.18,https://proshop.fi/Kovalevy/WD-Purple-10PURZ-Kovalevy-1-TB-35-5400-rpm-SATA-600-64-MB-cache/2595847,proshop,,Western Digital,20.407,0.0,1.0,50.18
3065,hdd,sata,dustinhome:5010980429,Seagate BarraCuda,50.22,50.22,https://www.dustinhome.fi/product/5010980429,dustinhome,ST1000LM048,Seagate,20.39,0.0,1.0,50.22
3066,hdd,sata,dustinhome:5010970384,Seagate SkyHawk,50.22,50.22,https://www.dustinhome.fi/product/5010970384,dustinhome,ST1000VX005,Seagate,20.39,0.0,1.0,50.22
1515,hdd,sata,proshop:2860488,Seagate Rautasusi Kovalevy - SATA-600 - cache,150.78,150.78,https://proshop.fi/Kovalevy/Seagate-Rautasusi-Kovalevy-SATA-600-cache/2860488,proshop,,Seagate,20.374,0.0,3.0,50.26
2875,hdd,sata,dustinhome:5011227301,Synology HAT5300,603.88,603.88,https://www.dustinhome.fi/product/5011227301,dustinhome,HAT5300-12T,Synology,20.348,0.0,12.0,50.323
1108,hdd,sata,proshop:2801997,"HGST WD Ultrastar DC HC310 HUS726T4TALE6L1 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",201.74,201.74,https://proshop.fi/Kovalevy/HGST-WD-Ultrastar-DC-HC310-HUS726T4TALE6L1-Kovalevy-4-TB-35-7200-rpm-SATA-600-256-MB-cache/2801997,proshop,HUS726T4TALE6L1,HGST,20.303,0.0,4.0,50.435
1025,hdd,sas,proshop:2667210,"HGST Ultrastar 7K6 HUS726T4TALS204 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",201.76,201.76,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6-HUS726T4TALS204-Kovalevy-4-TB-35-7200-rpm-SAS3-256-MB-cache/2667210,proshop,HUS726T4TALS204,HGST,20.301,0.0,4.0,50.44
1393,hdd,sata,proshop:2777613,"Seagate Exos 7E8 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",202.32,202.32,https://proshop.fi/Kovalevy/Seagate-Exos-7E8-Kovalevy-4-TB-35-7200-rpm-SATA-600-256-MB-cache/2777613,proshop,,Seagate,20.245,0.0,4.0,50.58
1852,ssd,sata,proshop:3155872,A-Data ADATA Ultimate SU650,50.69,50.69,https://proshop.fi/SSD/A-Data-ADATA-Ultimate-SU650/3155872,proshop,,A-Data,20.201,0.0,1.0,50.69
302,hdd,sata,jimms:110584,"Toshiba 1TB DT01ACA, 3.5"" sisäinen kiintolevy, SATA III, 7200rpm, 32MB",50.9,50.9,https://www.jimms.fi/fi/Product/Show/110584/dt01aca100/toshiba-1tb-dt01aca-3-5-sisainen-kiintolevy-sata-iii-7200rpm-32mb,jimms,DT01ACA100,Toshiba,20.118,0.0,1.0,50.9
75,hdd,sata,verk:346553,"Seagate SKYHAWK 1 Tt SATAIII 64 Mt 3,5"" -kovalevy",50.99,50.99,https://verk.com/346553,verkkokauppa,ST1000VX005,Seagate,20.082,0.0,1.0,50.99
154,ssd,m2,verk:822106,Kingston NV2 NVMe 2 Tt M.2 PCIe SSD-levy,101.99,101.99,https://verk.com/822106,verkkokauppa,SNV2S/2000G,Kingston,20.08,0.0,2.0,50.995
1112,hdd,sas,proshop:2667208,"HGST WD Ultrastar DC HC320 HUS728T8TL4204 Kovalevy - 8 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",408.0,408.0,https://proshop.fi/Kovalevy/HGST-WD-Ultrastar-DC-HC320-HUS728T8TL4204-Kovalevy-8-TB-35-7200-rpm-SAS3-256-MB-cache/2667208,proshop,HUS728T8TL4204,HGST,20.078,0.0,8.0,51.0
296,hdd,sata,jimms:185965,"Synology 16TB HAT5300-16T, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 512MB",819.0,819.0,https://www.jimms.fi/fi/Product/Show/185965/hat5300-16t/synology-16tb-hat5300-16t-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-512mb,jimms,HAT5300-16T,Synology,20.005,0.0,16.0,51.188
2737,ssd,sata,proshop:3081330,Verbatim Vi500 S3 - SSD - 1 TB - SATA 6Gb/s,51.19,51.19,https://proshop.fi/SSD/Verbatim-Vi500-S3-SSD-1-TB-SATA-6Gbs/3081330,proshop,,Verbatim,20.004,0.0,1.0,51.19
1721,hdd,sata,proshop:3090874,"WD Musta Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - cache",409.8,409.8,https://proshop.fi/Kovalevy/WD-Musta-Kovalevy-8-TB-35-7200-rpm-SATA-600-cache/3090874,proshop,,Western Digital,19.99,0.0,8.0,51.225
2894,hdd,sata,dustinhome:5011299836,Synology HAT5310,409.82,409.82,https://www.dustinhome.fi/product/5011299836,dustinhome,HAT5310-8T,Synology,19.989,0.0,8.0,51.228
1024,hdd,sas,proshop:2679430,"HGST Ultrastar 7K6 HUS726T4TALS201 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",205.69,205.69,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6-HUS726T4TALS201-Kovalevy-4-TB-35-7200-rpm-SAS3-256-MB-cache/2679430,proshop,HUS726T4TALS201,HGST,19.913,0.0,4.0,51.422
1019,hdd,sata,proshop:2668214,"HGST Ultrastar 7K6 HUS726T4TAL5201 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",205.69,205.69,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6-HUS726T4TAL5201-Kovalevy-4-TB-35-7200-rpm-SATA-600-256-MB-cache/2668214,proshop,HUS726T4TAL5201,HGST,19.913,0.0,4.0,51.422
1017,hdd,sas,proshop:2668216,"HGST Ultrastar 7K6 HUS726T4TAL4201 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",205.69,205.69,https://proshop.fi/Kovalevy/HGST-Ultrastar-7K6-HUS726T4TAL4201-Kovalevy-4-TB-35-7200-rpm-SAS3-256-MB-cache/2668216,proshop,HUS726T4TAL4201,HGST,19.913,0.0,4.0,51.422
1344,hdd,sata,proshop:3147268,"Seagate Barracuda ST1000DM014 - hard drive - 1 TB - SATA 6Gb/s Kovalevy - 1 TB - 3.5"" - 7200 rpm - SATA-600 - cache",51.49,51.49,https://proshop.fi/Kovalevy/Seagate-Barracuda-ST1000DM014-hard-drive-1-TB-SATA-6Gbs-Kovalevy-1-TB-35-7200-rpm-SATA-600-cache/3147268,proshop,ST1000DM014,Seagate,19.887,0.0,1.0,51.49
2208,ssd,m2,proshop:3072727,Intenso PREMIUM - SSD-levy - 1 TB - PCIe 3.0 x4 (NVMe),51.54,51.54,https://proshop.fi/SSD/Intenso-PREMIUM-SSD-levy-1-TB-PCIe-30-x4-NVMe/3072727,proshop,,Intenso,19.868,0.0,1.0,51.54
2591,ssd,m2,proshop:3028888,Transcend 110Q,51.72,51.72,https://proshop.fi/SSD/Transcend-110Q/3028888,proshop,,Transcend,19.799,0.0,1.0,51.72
25,hdd,sata,verk:180255,"WD Purple 1 Tt SATA-III 64 Mt 3,5"" kiintolevy",51.99,51.99,https://verk.com/180255,verkkokauppa,WD10PURZ,Western Digital,19.696,0.0,1.0,51.99
3064,hdd,sata,dustinhome:5011025010,WD Purple,52.08,52.08,https://www.dustinhome.fi/product/5011025010,dustinhome,WD10PURZ,Western Digital,19.662,0.0,1.0,52.08
1057,hdd,sas,proshop:2550657,"HGST Ultrastar He10 SAS 4Kn SE HUH721010AL4204 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",521.73,521.73,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-SAS-4Kn-SE-HUH721010AL4204-Kovalevy-10-TB-35-7200-rpm-SAS3-256-MB-cache/2550657,proshop,HUH721010AL4204,HGST,19.627,0.0,10.0,52.173
2011,ssd,m2,proshop:3091240,Crucial P3 PCI-E 3.0 SSD - 1 teratavu,52.29,52.29,https://proshop.fi/SSD/Crucial-P3-PCI-E-30-SSD-1-teratavu/3091240,proshop,,Crucial,19.583,0.0,1.0,52.29
687,ssd,m2,jimms:184502,"Kingston 2TB NV2 PCIe 4.0 NVMe SSD-levy, M.2 2280, 3500/2800 MB/s",104.9,104.9,https://www.jimms.fi/fi/Product/Show/184502/snv2s-2000g/kingston-2tb-nv2-pcie-4-0-nvme-ssd-levy-m-2-2280-3500-2800-mb-s,jimms,SNV2S/2000G,Kingston,19.523,0.0,2.0,52.45
1466,hdd,sata,proshop:2801385,"Seagate IronWolf Pro ST2000NE001 Kovalevy - 2 TB - 3.5"" - 7200 rpm - SATA-600 - 128 MB cache",104.9,104.9,https://proshop.fi/Kovalevy/Seagate-IronWolf-Pro-ST2000NE001-Kovalevy-2-TB-35-7200-rpm-SATA-600-128-MB-cache/2801385,proshop,ST2000NE001,Seagate,19.523,0.0,2.0,52.45
1062,hdd,sata,proshop:2546224,"HGST Ultrastar He10 SATA 4Kn SE HUH721010ALN604 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",526.6,526.6,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-SATA-4Kn-SE-HUH721010ALN604-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2546224,proshop,HUH721010ALN604,HGST,19.445,0.0,10.0,52.66
1539,hdd,sata,proshop:2682833,"Seagate SkyHawk-valvontakovalevy Kovalevy - 12 TB - 3.5"" - SATA-600 - 256 MB cache",632.13,632.13,https://proshop.fi/Kovalevy/Seagate-SkyHawk-valvontakovalevy-Kovalevy-12-TB-35-SATA-600-256-MB-cache/2682833,proshop,,Seagate,19.439,0.0,12.0,52.678
277,hdd,sata,jimms:170804,"Western Digital 1TB WD Blue PC Mobile Hard Drive, 2.5"" sisäinen kiintolevy, SATA III, 5400 rpm, 128MB",52.9,52.9,https://www.jimms.fi/fi/Product/Show/170804/wd10spzx/western-digital-1tb-wd-blue-pc-mobile-hard-drive-2-5-sisainen-kiintolevy-sata-iii-5400-rpm-128mb,jimms,WD10SPZX,Western Digital,19.357,0.0,1.0,52.9
690,ssd,m2,jimms:184501,"Kingston 1TB NV2 PCIe 4.0 NVMe SSD-levy, M.2 2280, 3500/2100 MB/s",52.9,52.9,https://www.jimms.fi/fi/Product/Show/184501/snv2s-1000g/kingston-1tb-nv2-pcie-4-0-nvme-ssd-levy-m-2-2280-3500-2100-mb-s,jimms,SNV2S/1000G,Kingston,19.357,0.0,1.0,52.9
1725,hdd,sata,proshop:2416398,"WD Punainen Network NAS Kovalevy - 3 TB - 3.5"" - 7200 rpm - SATA-600 - 64 MB cache",159.53,159.53,https://proshop.fi/Kovalevy/WD-Punainen-Network-NAS-Kovalevy-3-TB-35-7200-rpm-SATA-600-64-MB-cache/2416398,proshop,,Western Digital,19.257,0.0,3.0,53.177
485,ssd,sata,jimms:149057,"Kingston 960GB A400 SSD-levy, 2,5"", SATA III, 500/450MB/s, Stand-alone",49.9,49.9,https://www.jimms.fi/fi/Product/Show/149057/sa400s37-960g/kingston-960gb-a400-ssd-levy-2-5-sata-iii-500-450mb-s-stand-alone,jimms,SA400S37/960G,Kingston,19.238,0.0,0.94,53.085
107,ssd,sata,verk:473219,"Kingston A400 960 Gt SATA3 2,5"" -SSD-levy",49.99,49.99,https://verk.com/473219,verkkokauppa,SA400S37/960G,Kingston,19.204,0.0,0.94,53.181
1694,hdd,sata,proshop:2609874,"WD Blue 10SPZX Kovalevy - 1 TB - 2.5"" - 5400 rpm - SATA-600 - 128 MB cache",53.39,53.39,https://proshop.fi/Kovalevy/WD-Blue-10SPZX-Kovalevy-1-TB-25-5400-rpm-SATA-600-128-MB-cache/2609874,proshop,,Western Digital,19.18,0.0,1.0,53.39
360,hdd,sata,jimms:124845,"Western Digital 2TB Red Pro, 3.5"" sisäinen kiintolevy, SATA III, 7200rpm, 64MB",106.9,106.9,https://www.jimms.fi/fi/Product/Show/124845/wd2002ffsx/western-digital-2tb-red-pro-3-5-sisainen-kiintolevy-sata-iii-7200rpm-64mb,jimms,WD2002FFSX,Western Digital,19.158,0.0,2.0,53.45
271,hdd,sata,jimms:141966,"Western Digital 4TB WD Black, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 256MB",213.9,213.9,https://www.jimms.fi/fi/Product/Show/141966/wd4005fzbx/western-digital-4tb-wd-black-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256mb,jimms,WD4005FZBX,Western Digital,19.149,0.0,4.0,53.475
1871,ssd,sata,proshop:2695584,A-Data Ultimate SU630 - 960GB,50.45,50.45,https://proshop.fi/SSD/A-Data-Ultimate-SU630-960GB/2695584,proshop,,A-Data,19.029,0.0,0.94,53.67
460,ssd,sata,jimms:172556,"Transcend 1TB SSD220Q, 2.5"" SSD-levy, SATA III, 550/500 MB/s",53.9,53.9,https://www.jimms.fi/fi/Product/Show/172556/ts1tssd220q/transcend-1tb-ssd220q-2-5-ssd-levy-sata-iii-550-500-mb-s,jimms,TS1TSSD220Q,Transcend,18.998,0.0,1.0,53.9
356,hdd,sata,jimms:184943,"Seagate 2TB IronWolf Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 256 MB",107.9,107.9,https://www.jimms.fi/fi/Product/Show/184943/st2000ne001/seagate-2tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,jimms,ST2000NE001,Seagate,18.981,0.0,2.0,53.95
1530,hdd,sata,proshop:3130544,"Seagate SkyHawk ST1000VX013 - kiintolevy - 1 TB - SATA 6 Gb/s Kovalevy - 1 TB - 3.5"" - SATA-600 - cache",54.05,54.05,https://proshop.fi/Kovalevy/Seagate-SkyHawk-ST1000VX013-kiintolevy-1-TB-SATA-6-Gbs-Kovalevy-1-TB-35-SATA-600-cache/3130544,proshop,ST1000VX013,Seagate,18.945,0.0,1.0,54.05
1820,ssd,m2,proshop:2863195,A-Data ADATA MIEKKAKALA,54.08,54.08,https://proshop.fi/SSD/A-Data-ADATA-MIEKKAKALA/2863195,proshop,,A-Data,18.935,0.0,1.0,54.08
1600,hdd,sata,proshop:2522218,"Toshiba L200-mobiililevy HDWJ110UZSVA Kovalevy - 1 TB - 2.5"" - 5400 rpm - SATA-600 - 8 MB cache",54.15,54.15,https://proshop.fi/Kovalevy/Toshiba-L200-mobiililevy-HDWJ110UZSVA-Kovalevy-1-TB-25-5400-rpm-SATA-600-8-MB-cache/2522218,proshop,HDWJ110UZSVA,Toshiba,18.91,0.0,1.0,54.15
1716,hdd,sata,proshop:2641392,"WD Musta 4005FZBX Kovalevy - 4 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",218.46,218.46,https://proshop.fi/Kovalevy/WD-Musta-4005FZBX-Kovalevy-4-TB-35-7200-rpm-SATA-600-256-MB-cache/2641392,proshop,,Western Digital,18.749,0.0,4.0,54.615
2194,ssd,sata,proshop:2552178,"Intenso 2,5 tuuman SSD SATA III HIGH - 960GB",51.25,51.25,https://proshop.fi/SSD/Intenso-25-tuuman-SSD-SATA-III-HIGH-960GB/2552178,proshop,,Intenso,18.732,0.0,0.94,54.521
1875,ssd,sata,proshop:2667322,A-Data Ultimate SU650 SSD - 960GB,51.36,51.36,https://proshop.fi/SSD/A-Data-Ultimate-SU650-SSD-960GB/2667322,proshop,,A-Data,18.692,0.0,0.94,54.638
1064,hdd,sata,proshop:2546218,"HGST Ultrastar He10 SATA 512e SED HUH721010ALE601 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",549.9,549.9,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-SATA-512e-SED-HUH721010ALE601-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2546218,proshop,HUH721010ALE601,HGST,18.622,0.0,10.0,54.99
3030,hdd,sata,dustinhome:5010961636,WD Red Pro,110.36,110.36,https://www.dustinhome.fi/product/5010961636,dustinhome,WD2002FFSX,Western Digital,18.557,0.0,2.0,55.18
1043,hdd,sas,proshop:2633516,"HGST Ultrastar He10 HUH721008AL5201 Kovalevy - 8 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",441.74,441.74,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-HUH721008AL5201-Kovalevy-8-TB-35-7200-rpm-SAS3-256-MB-cache/2633516,proshop,HUH721008AL5201,HGST,18.545,0.0,8.0,55.218
1741,hdd,sata,proshop:2565344,"WD Punainen Pro 2002FFSX NAS (CMR) Kovalevy - 2 TB - 3.5"" - 7200 rpm - SATA-600 - 64 MB cache",110.66,110.66,https://proshop.fi/Kovalevy/WD-Punainen-Pro-2002FFSX-NAS-CMR-Kovalevy-2-TB-35-7200-rpm-SATA-600-64-MB-cache/2565344,proshop,,Western Digital,18.507,0.0,2.0,55.33
1906,ssd,sata,proshop:3110443,APACER AS350 PANTTERI,55.37,55.37,https://proshop.fi/SSD/APACER-AS350-PANTTERI/3110443,proshop,,,18.494,0.0,1.0,55.37
1335,hdd,sata,proshop:2808067,"Seagate Barracuda Kovalevy - 2 TB - 2.5"" - 5400 rpm - SATA-600 - 128 MB cache",110.83,110.83,https://proshop.fi/Kovalevy/Seagate-Barracuda-Kovalevy-2-TB-25-5400-rpm-SATA-600-128-MB-cache/2808067,proshop,,Seagate,18.479,0.0,2.0,55.415
3028,hdd,sata,dustinhome:5011068506,WD Blue,110.98,110.98,https://www.dustinhome.fi/product/5011068506,dustinhome,WD20SPZX,Western Digital,18.454,0.0,2.0,55.49
1343,hdd,sata,proshop:2684539,"Seagate Barracuda Pro Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",554.92,554.92,https://proshop.fi/Kovalevy/Seagate-Barracuda-Pro-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2684539,proshop,,Seagate,18.453,0.0,10.0,55.492
1627,hdd,sata,proshop:2799410,"Toshiba MQ04ABF100 - kiintolevy - 1 TB - SATA 6 Gb/s Kovalevy - 1 TB - 2.5"" - 5400 rpm - SATA-600 - 128 MB cache",55.93,55.93,https://proshop.fi/Kovalevy/Toshiba-MQ04ABF100-kiintolevy-1-TB-SATA-6-Gbs-Kovalevy-1-TB-25-5400-rpm-SATA-600-128-MB-cache/2799410,proshop,,Toshiba,18.309,0.0,1.0,55.93
2219,ssd,sata,proshop:2537252,Intenso SSD SATA III Top - 512GB,27.97,27.97,https://proshop.fi/SSD/Intenso-SSD-SATA-III-Top-512GB/2537252,proshop,,Intenso,18.305,0.0,0.5,55.94
399,ssd,sata,jimms:172557,"Transcend 2TB SSD220Q, 2.5"" SSD-levy, SATA III, 550/500 MB/s",111.9,111.9,https://www.jimms.fi/fi/Product/Show/172557/ts2tssd220q/transcend-2tb-ssd220q-2-5-ssd-levy-sata-iii-550-500-mb-s,jimms,TS2TSSD220Q,Transcend,18.302,0.0,2.0,55.95
2714,ssd,sata,proshop:2888898,Transcend SSD220Q,111.9,111.9,https://proshop.fi/SSD/Transcend-SSD220Q/2888898,proshop,,Transcend,18.302,0.0,2.0,55.95
1158,hdd,sas,proshop:2682407,"Lenovo - kiintolevy- 12 teratavua- SAS 12 Gb/s Kovalevy - 12 TB - 3.5"" - 7200 rpm - SAS3 - cache",673.12,673.12,https://proshop.fi/Kovalevy/Lenovo-kiintolevy-12-teratavua-SAS-12-Gbs-Kovalevy-12-TB-35-7200-rpm-SAS3-cache/2682407,proshop,,Lenovo,18.255,0.0,12.0,56.093
329,hdd,sata,jimms:184946,"Seagate 2TB IronWolf Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 256 MB",112.9,112.9,https://www.jimms.fi/fi/Product/Show/184946/st2000nt001/seagate-2tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,jimms,ST2000NT001,Seagate,18.14,0.0,2.0,56.45
3229,ssd,sata,dustinhome:5011293397,PNY CS900,55.18,55.18,https://www.dustinhome.fi/product/5011293397,dustinhome,SSD7CS900-1TB-RB,PNY,18.123,0.0,0.98,56.306
3233,ssd,m2,dustinhome:5011334471,PNY CS2140,55.18,55.18,https://www.dustinhome.fi/product/5011334471,dustinhome,M280CS2140-1TB-RB,PNY,18.123,0.0,0.98,56.306
2818,ssd,m2,proshop:3008173,WD Sininen SN570 NVMe SSD - 1TB,56.69,56.69,https://proshop.fi/SSD/WD-Sininen-SN570-NVMe-SSD-1TB/3008173,proshop,,Western Digital,18.063,0.0,1.0,56.69
3174,ssd,m2,dustinhome:5011309323,Kingston NV2,110.98,110.98,https://www.dustinhome.fi/product/5011309323,dustinhome,SNV2S/2000G,Kingston,18.021,0.0,1.95,56.913
1467,hdd,sata,proshop:3120687,"Seagate IronWolf Pro ST2000NT001 - kiintolevy - 2 TB - SATA 6 Gb/s Kovalevy - 2 TB - 3.5"" - 7200 rpm - SATA-600 - cache",113.75,113.75,https://proshop.fi/Kovalevy/Seagate-IronWolf-Pro-ST2000NT001-kiintolevy-2-TB-SATA-6-Gbs-Kovalevy-2-TB-35-7200-rpm-SATA-600-cache/3120687,proshop,ST2000NT001,Seagate,18.004,0.0,2.0,56.875
2719,ssd,sata,proshop:3150339,Transcend SSD225S,113.77,113.77,https://proshop.fi/SSD/Transcend-SSD225S/3150339,proshop,,Transcend,18.001,0.0,2.0,56.885
1058,hdd,sas,proshop:2550653,"HGST Ultrastar He10 SAS 4Kn TCG HUH721010AL4201 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",568.9,568.9,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-SAS-4Kn-TCG-HUH721010AL4201-Kovalevy-10-TB-35-7200-rpm-SAS3-256-MB-cache/2550653,proshop,HUH721010AL4201,HGST,18.0,0.0,10.0,56.89
